2026-08-24 09:40:37.214 | ========================================================================
2026-08-24 09:40:37.214 | startup                  | FBB 1.80.0 — session 2026-08-24 09:40:37
2026-08-24 09:40:37.214 | startup                  | Répertoire : C:\Users\thcab\AppData\Local\Programs\FBB\_internal
2026-08-24 09:40:37.214 | startup                  | Python 3.14.5
2026-08-24 09:40:37.214 | ========================================================================
2026-08-24 09:40:37.215 | system                   | OS : Windows 11 10.0.26200, AMD64, 12 CPU, RAM 32 GB
2026-08-24 09:40:37.228 | system                   | Machine : <masqué> / Intel64 Family 6 Model 165 Stepping 5, GenuineIntel
2026-08-24 09:40:37.228 | registry                 | BMS baseDir : C:\Falcon BMS 4.38
2026-08-24 09:40:37.228 | registry                 | BMS theater : Korea KTO  pilot : Rouge
2026-08-24 09:40:40.395 | parse_health             | Test_campagne.cam: records 1008/1008, bytes 557008/557008, rejects=0, exc=0, constr_err=0, first_desync=None
2026-08-24 09:40:40.741 | telemetry                | ping OK v1.80.0 Windows 11 canal=prod → HTTP 200
2026-08-24 09:40:42.742 | ato_target               | index_built names=7006 memo=True
2026-08-24 09:40:42.744 | ato_departure            | resolved=4/4
2026-08-24 09:40:46.163 | ato_departure            | resolved=4/4
2026-08-24 09:40:46.171 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-24 09:40:47.180 | dtc_render               | path=Rouge.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=5 hash=6269fafc
2026-08-24 09:58:01.081 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-24 09:58:01.094 | dtc_render               | path=Rouge.ini n_stpt=24 n_lines=19 n_ppt=14 n_dpi=6 n_divert=3 n_sections=5 hash=efa69550
2026-08-24 09:58:01.227 | ato_departure            | resolved=4/4
2026-08-24 09:58:59.105 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-24 09:58:59.114 | dtc_render               | path=Rouge.ini n_stpt=24 n_lines=19 n_ppt=14 n_dpi=6 n_divert=3 n_sections=5 hash=efa69550
2026-08-24 09:58:59.247 | ato_departure            | resolved=4/4
2026-08-24 10:22:09.444 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-24 10:22:09.458 | dtc_render               | path=Rouge.ini n_stpt=24 n_lines=19 n_ppt=14 n_dpi=6 n_divert=3 n_sections=5 hash=efa69550
2026-08-24 10:22:09.592 | ato_departure            | resolved=4/4
