2026-09-17 21:17:32.165 | ========================================================================
2026-09-17 21:17:32.165 | startup                  | FBB 1.90.41 — session 2026-09-17 21:17:32
2026-09-17 21:17:32.165 | startup                  | Répertoire : D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Tools\FBB\_internal
2026-09-17 21:17:32.165 | startup                  | Python 3.14.5
2026-09-17 21:17:32.165 | ========================================================================
2026-09-17 21:17:32.166 | system                   | OS : Windows 11 10.0.26200, AMD64, 32 CPU, RAM 32 GB
2026-09-17 21:17:32.173 | system                   | Machine : <masqué> / Intel64 Family 6 Model 183 Stepping 1, GenuineIntel
2026-09-17 21:17:32.173 | registry                 | BMS baseDir : D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38
2026-09-17 21:17:32.173 | registry                 | BMS theater : Korea KTO  pilot : Mandrak
2026-09-17 21:17:32.687 | mc_state                 | module chargé — prédicat MC unique (#222)
2026-09-17 21:17:34.120 | parse_health             | TE_Test.tac: records 9/9, bytes 7148/7148, rejects=0, exc=0, constr_err=0, first_desync=None
2026-09-17 21:17:35.400 | telemetry                | ping OK v1.90.41 Windows 11 canal=prod → HTTP 200
2026-09-17 21:17:37.503 | dtc_render               | path=Mandrak.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=1241c141
2026-09-17 21:17:37.532 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:32:03.604 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:32:03.606 | dtc_render               | path=Mandrak.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=1241c141
2026-09-17 21:32:17.779 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:32:17.780 | dtc_render               | path=Mandrak.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=1241c141
2026-09-17 21:38:43.574 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:38:43.576 | dtc_render               | path=Mandrak.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=d03aa026
2026-09-17 21:38:51.225 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:38:51.229 | dtc_render               | path=Mandrak.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=d03aa026
2026-09-17 21:38:53.126 | parse_health             | TE_Test.tac: records 9/9, bytes 7196/7196, rejects=0, exc=0, constr_err=0, first_desync=None
2026-09-17 21:38:53.398 | swap_context             | origin=select_cam:latest cam='te_test.tac' loaded=True err=''
2026-09-17 21:38:53.778 | ato_target               | index_built names=6008 memo=True
2026-09-17 21:38:53.778 | ato_departure            | resolved=1/1
2026-09-17 21:38:53.793 | ato_departure            | resolved=1/1
2026-09-17 21:38:53.807 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:38:54.517 | fuel_plan                | avail=12194 atTurn=9041 bingo=3300 joker=3800 rtb=1050 margin=5741 GO
2026-09-17 21:38:54.518 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=d03aa026
2026-09-17 21:38:58.913 | ato_departure            | resolved=1/1
2026-09-17 21:38:58.918 | ato_departure            | resolved=1/1
2026-09-17 21:38:59.316 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:38:59.328 | fuel_plan                | avail=12194 atTurn=9041 bingo=3300 joker=3800 rtb=1050 margin=5741 GO
2026-09-17 21:38:59.329 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=d03aa026
2026-09-17 21:39:21.274 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:39:21.290 | fuel_plan                | avail=12194 atTurn=9041 bingo=3300 joker=3800 rtb=1050 margin=5741 GO
2026-09-17 21:39:21.290 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=d03aa026
2026-09-17 21:39:21.610 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-09-17 21:39:21.611 | mission_support          | awacs: cam pkg=13 vu=20008
2026-09-17 21:39:21.612 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-09-17 21:39:21.612 | package_comms            | tactical ch=6 primary=Mustang 5 uhf=309.700
2026-09-17 21:39:22.274 | campaign_overview        | objective_index loaded=5992
2026-09-17 21:39:22.616 | campaign_overview        | built team=1 conditions=0 force_rows=7
2026-09-17 21:39:22.617 | campaign_overview        | system_marks=0
2026-09-17 21:39:22.647 | package_relevance        | package_routes pkg=13 flights=1 routes=1 points=6
2026-09-17 21:39:22.812 | friendly_ad_zone         | wps=2 buffer_nm=20.0 hull=26
2026-09-17 21:39:22.838 | friendly_air_defense     | pkg=13 ref=aoo sites=0 combat_wp=0 aoo_wp=2 covering=0 nearby=0 shown=0 blocked_cov=None sans_type=0 ppt_types=242 alt_ft=21000
2026-09-17 21:39:22.848 | mission_support          | tanker: cam pkg=13 vu=20007
2026-09-17 21:39:22.851 | mission_support          | awacs: cam pkg=13 vu=20008
2026-09-17 21:39:22.955 | briefing_context         | package_overview flights=1 route_points=5 focus_points=2 unique_points=5
2026-09-17 21:39:23.445 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:39:24.525 | airport_diagrams         | taxi surfaces=62 terrains en raster | repli K-NN : 21 sans mesh CT30, 4 sous-couvrants
2026-09-17 21:39:24.525 | airport_diagrams         |   sans CT30 : Gumi Highway Strip, Haeju Airstrip, Hyangsan Airstrip, Kangdong Airstrip, Kilchu Airstrip, Kuktong Airbase, Kwaksan Airbase, Manpo Airbase, Mirim Airport, Okpyongni Highwaystrip, Panghyon Highwaystrip South, Pyongyang Elite Airstrip, Sangwon Highwaystrip, Singal Highway Strip, Songwhan Highway Strip, Sugamni Airbase, Tanchon Airstrip, Yeongju Highway Strip, Yonghung Highwaystrip, Yonpo Airbase, ZYSQ
2026-09-17 21:39:24.525 | airport_diagrams         |   CT30 sous-couvrant : Hwangsuwon Airbase, Orang Airbase, Taechon Airbase, ZKJN
2026-09-17 21:39:34.134 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:39:34.146 | fuel_plan                | avail=12194 atTurn=9041 bingo=3300 joker=3800 rtb=1050 margin=5741 GO
2026-09-17 21:39:34.147 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=d03aa026
2026-09-17 21:39:34.286 | ato_departure            | resolved=1/1
2026-09-17 21:39:39.157 | online                   | seat Mandrak=vu20006/s0
2026-09-17 21:39:39.157 | online                   | seat_the_host Mandrak vu=20006 seat=0
2026-09-17 21:39:39.161 | ato_departure            | resolved=1/1
2026-09-17 21:39:39.178 | session_base             | freeze TE_Test.tac -> C:\Users\mandrak\AppData\Roaming\FBB\session_base\TE_Test.tac
2026-09-17 21:39:39.178 | online                   | start_server port=45380
2026-09-17 21:39:39.184 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:39.273 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:42.272 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:42.499 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:45.278 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:47.415 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-17 21:39:47.428 | fuel_plan                | avail=12194 atTurn=9041 bingo=3300 joker=3800 rtb=1050 margin=5741 GO
2026-09-17 21:39:47.429 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=d03aa026
2026-09-17 21:39:47.501 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:48.280 | online                   | flight_occupancy flights=1 connected=1 pkg=13
2026-09-17 21:39:51.274 | online                   | flight_occupancy flights=1 connected=1 pkg=13
