2026-08-23 21:47:59.460 | ========================================================================
2026-08-23 21:47:59.460 | startup                  | FBB 1.80.0 — session 2026-08-23 21:47:59
2026-08-23 21:47:59.460 | startup                  | Répertoire : C:\Falcon\Admin\Logiciels annexes\FBB\_internal
2026-08-23 21:47:59.460 | startup                  | Python 3.14.5
2026-08-23 21:47:59.460 | ========================================================================
2026-08-23 21:47:59.461 | system                   | OS : Windows 11 10.0.26200, AMD64, 32 CPU, RAM 32 GB
2026-08-23 21:47:59.472 | system                   | Machine : <masqué> / Intel64 Family 6 Model 183 Stepping 1, GenuineIntel
2026-08-23 21:47:59.472 | registry                 | BMS baseDir : C:\Falcon\Falcon BMS 4.38
2026-08-23 21:47:59.472 | registry                 | BMS theater : Korea KTO  pilot : Obe1
2026-08-23 21:48:01.305 | parse_health             | soloTest2.cam: records 1290/1290, bytes 522748/522748, rejects=0, exc=0, constr_err=0, first_desync=None
2026-08-23 21:48:02.736 | ato_target               | index_built names=7287 memo=True
2026-08-23 21:48:02.737 | ato_departure            | resolved=1/1
2026-08-23 21:48:02.880 | telemetry                | ping OK v1.80.0 Windows 11 canal=prod → HTTP 200
2026-08-23 21:48:04.780 | dtc_render               | path=Obe1.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=6 hash=bb69a68d
2026-08-23 21:48:04.789 | ato_departure            | resolved=1/1
2026-08-23 21:48:04.812 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-23 21:48:08.144 | roaster.data             | fetch
2026-08-23 21:48:08.147 | roaster.roster           | roster keys=['banshee2', 'panther5']
2026-08-23 21:48:08.159 | radiomap_service         | radiomap path=C:\Falcon\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-23 21:48:08.253 | mission_support          | awacs: briefing cs='Chalice2' no coalition match
2026-08-23 21:48:08.253 | roaster.data             | ok — 1 flights, axis=None°
2026-08-23 21:48:11.848 | online                   | peek_roster 86.194.141.253:45380 start (suggested=Obe1)
2026-08-23 21:48:12.053 | online                   | peek_roster 86.194.141.253:45380 rejet_rejected: Host non autorisé — host-pass absent ou signé par une autre autorité côté host.
2026-08-23 21:48:30.787 | online                   | connect_client 86.194.141.253:45380 as Obe1
2026-08-23 21:48:30.794 | ato_departure            | resolved=1/1
2026-08-23 21:48:31.061 | ato_departure            | resolved=1/1
2026-08-23 21:48:31.364 | parse_health             | TS02.cam: records 1193/1193, bytes 553587/553587, rejects=0, exc=0, constr_err=0, first_desync=None
2026-08-23 21:48:31.477 | swap_context             | origin=select_cam:previous cam='ts02.cam' loaded=True err=''
2026-08-23 21:48:31.881 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-23 21:48:31.883 | dtc_render               | path=Obe1.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=bb69a68d
2026-08-23 21:48:43.576 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=-
2026-08-23 21:48:43.577 | dtc_render               | path=Obe1.ini n_stpt=0 n_lines=0 n_ppt=0 n_dpi=0 n_divert=0 n_sections=0 hash=bb69a68d
