2026-09-03 21:22:42.523 | ========================================================================
2026-09-03 21:22:42.523 | startup                  | FBB 1.87.0 — session 2026-09-03 21:22:42
2026-09-03 21:22:42.523 | startup                  | Répertoire : C:\Falcon\Admin\Logiciels annexes\FBB\_internal
2026-09-03 21:22:42.523 | startup                  | Python 3.14.5
2026-09-03 21:22:42.523 | ========================================================================
2026-09-03 21:22:42.523 | system                   | OS : Windows 11 10.0.26200, AMD64, 32 CPU, RAM 32 GB
2026-09-03 21:22:42.532 | system                   | Machine : <masqué> / Intel64 Family 6 Model 183 Stepping 1, GenuineIntel
2026-09-03 21:22:42.532 | registry                 | BMS baseDir : C:\Falcon\Falcon BMS 4.38
2026-09-03 21:22:42.532 | registry                 | BMS theater : LKTO 4.38 + Papa  pilot : Obe1
2026-09-03 21:22:42.953 | mc_state                 | module chargé — prédicat MC unique (#222)
2026-09-03 21:22:44.384 | parse_health             | FBB01.cam: records 823/823, bytes 300417/300417, rejects=0, exc=0, constr_err=0, first_desync=None
2026-09-03 21:22:45.826 | telemetry                | ping OK v1.87.0 Windows 11 canal=prod → HTTP 200
2026-09-03 21:22:45.897 | ato_target               | index_built names=6822 memo=True
2026-09-03 21:22:45.898 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:22:45.898 | ato_departure            | resolved=1/2
2026-09-03 21:22:48.337 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:22:48.337 | ato_departure            | resolved=1/2
2026-09-03 21:22:48.802 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:22:49.006 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:22:49.008 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=30b5fc4e
2026-09-03 21:22:59.439 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:22:59.453 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:22:59.453 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=30b5fc4e
2026-09-03 21:22:59.584 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:22:59.584 | ato_departure            | resolved=1/2
2026-09-03 21:23:04.724 | online                   | peek_roster 86.194.141.253:45380 start (suggested=Obe1)
2026-09-03 21:23:05.926 | online                   | peek_roster 86.194.141.253:45380 ok: 2 vol(s)
2026-09-03 21:25:58.009 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:25:58.022 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:25:58.022 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=1 hash=30b5fc4e
2026-09-03 21:25:58.154 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:25:58.154 | ato_departure            | resolved=1/2
2026-09-03 21:26:01.059 | online                   | peek_roster 86.194.141.253:45380 start (suggested=Obe1)
2026-09-03 21:26:02.251 | online                   | peek_roster 86.194.141.253:45380 ok: 2 vol(s)
2026-09-03 21:26:13.134 | online                   | connect_client 86.194.141.253:45380 as Obe1
2026-09-03 21:26:13.139 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:26:13.139 | ato_departure            | resolved=1/2
2026-09-03 21:26:13.309 | online                   | flight_occupancy flights=2 connected=1 pkg=2551
2026-09-03 21:26:14.324 | online                   | host_theater=LKTO 4.38 + Papa local=LKTO 4.38 + Papa
2026-09-03 21:26:14.428 | online                   | seats_import n=2
2026-09-03 21:26:14.530 | online                   | campaign_bundle received 9 files
2026-09-03 21:26:14.592 | online                   | theater_ok: LKTO 4.38 + Papa
2026-09-03 21:26:14.726 | parse_health             | FBB01.cam: records 823/823, bytes 300417/300417, rejects=0, exc=0, constr_err=0, first_desync=None
2026-09-03 21:26:14.732 | online                   | ba_containers_sync received 16
2026-09-03 21:26:14.734 | online                   | seats_import n=2
2026-09-03 21:26:14.907 | loadout_laser            | package=2551 laser_flights=0 my_code=1688
2026-09-03 21:26:14.907 | loadout_laser_dtc        | LaserTGP=1688 staged=1
2026-09-03 21:26:14.907 | loadout_laser_dtc        | LaserST=8 staged=1
2026-09-03 21:26:14.907 | loadout_weapon_dtc       | validated_fields=0 stage_sections=1
2026-09-03 21:26:14.908 | online                   | loadout_sync_received
2026-09-03 21:26:14.933 | online                   | campaign_bundle applied: FBB01.cam
2026-09-03 21:26:14.933 | online                   | campaign_stem aligned host=FBB01 local=-
2026-09-03 21:26:15.257 | ato_target               | index_built names=6822 memo=True
2026-09-03 21:26:15.258 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:26:15.258 | ato_departure            | resolved=1/2
2026-09-03 21:26:15.267 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:26:15.267 | ato_departure            | resolved=1/2
2026-09-03 21:26:15.343 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:26:15.741 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:26:15.741 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=2 hash=30b5fc4e
2026-09-03 21:26:17.513 | online                   | stem_confirm host=FBB01 chosen=FBB01
2026-09-03 21:26:18.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:23.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:28.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:33.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:38.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:43.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:48.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:53.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:26:58.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:03.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:08.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:13.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:18.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:23.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:25.773 | online                   | mc_assigned Mandrak (vol 20028 siège 1)
2026-09-03 21:27:28.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:33.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:38.308 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:43.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:48.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:53.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:27:58.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:03.308 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:08.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:10.766 | online                   | boxes_list_received 1
2026-09-03 21:28:13.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:18.308 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:21.519 | online                   | boxes_list_received 0
2026-09-03 21:28:23.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:28.311 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:29.999 | online                   | boxes_list_received 1
2026-09-03 21:28:33.310 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:36.667 | online                   | boxes_list_received 1
2026-09-03 21:28:38.307 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:40.351 | online                   | boxes_list_received 1
2026-09-03 21:28:43.312 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:46.946 | online                   | mc_layer_sync_received v1
2026-09-03 21:28:48.309 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:53.075 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:28:53.090 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:28:53.091 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=2 hash=30b5fc4e
2026-09-03 21:28:53.208 | ato_target               | resolved id=20027 target=Attack Heli
2026-09-03 21:28:53.208 | ato_departure            | resolved=1/2
2026-09-03 21:28:53.307 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:54.700 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
2026-09-03 21:28:54.700 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:54.720 | fuel_plan                | avail=14234 atTurn=11611 bingo=3100 joker=3600 rtb=1062 margin=8511 GO
2026-09-03 21:28:54.720 | dtc_render               | path=Obe1.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=2 hash=30b5fc4e
2026-09-03 21:28:55.279 | radiomap_service         | radiomap path=C:\Falcon\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-09-03 21:28:55.282 | mission_support          | awacs: cam pkg=2551 vu=20142
2026-09-03 21:28:55.283 | radiomap_service         | radiomap path=C:\Falcon\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-09-03 21:28:55.284 | package_comms            | tactical ch=6 primary=Jolly 3 uhf=295.525
2026-09-03 21:28:55.764 | campaign_overview        | objective_index loaded=5992
2026-09-03 21:28:55.768 | campaign_overview        | tri conditions=1 file=save0.tri
2026-09-03 21:28:56.085 | campaign_overview        | built team=1 conditions=1 force_rows=7
2026-09-03 21:28:56.086 | campaign_overview        | system_marks=3
2026-09-03 21:28:56.098 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:56.112 | online                   | flight_occupancy flights=2 connected=2 pkg=2551
2026-09-03 21:28:56.152 | mission_support          | tanker: cam pkg=2551 vu=20124
2026-09-03 21:28:56.156 | mission_support          | awacs: cam pkg=2551 vu=20142
2026-09-03 21:28:56.373 | briefing_context         | package_overview flights=2 route_points=11 focus_points=3 unique_points=11
2026-09-03 21:28:56.786 | campaign_mods            | {'fpln': 0, 'loadout': 0, 'laser': 0, 'bullseye': 0, 'deletes': 0, 'packages': 0} sig=-
