2026-08-25 20:29:36.215 | ========================================================================
2026-08-25 20:29:36.215 | startup                  | FBB 1.81.0 — session 2026-08-25 20:29:36
2026-08-25 20:29:36.215 | startup                  | Répertoire : D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Tools\FBB\_internal
2026-08-25 20:29:36.215 | startup                  | Python 3.14.5
2026-08-25 20:29:36.215 | ========================================================================
2026-08-25 20:29:36.216 | system                   | OS : Windows 11 10.0.26200, AMD64, 32 CPU, RAM 32 GB
2026-08-25 20:29:36.227 | system                   | Machine : <masqué> / Intel64 Family 6 Model 183 Stepping 1, GenuineIntel
2026-08-25 20:29:36.227 | registry                 | BMS baseDir : D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38
2026-08-25 20:29:36.227 | registry                 | BMS theater : Korea KTO  pilot : Mandrak
2026-08-25 20:29:38.915 | parse_health             | SoloBT.cam: records 1297/1297, bytes 475812/475812, rejects=0, exc=0, constr_err=0, first_desync=None
2026-08-25 20:29:39.479 | telemetry                | ping OK v1.81.0 Windows 11 canal=prod → HTTP 200
2026-08-25 20:29:40.615 | ato_target               | index_built names=7288 memo=True
2026-08-25 20:29:40.616 | ato_departure            | resolved=1/1
2026-08-25 20:29:43.543 | ato_departure            | resolved=1/1
2026-08-25 20:29:43.547 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:29:43.565 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:29:44.380 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:29:44.382 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:39.553 | ato_departure            | resolved=1/1
2026-08-25 20:51:39.560 | ato_departure            | resolved=1/1
2026-08-25 20:51:39.953 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:39.954 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:39.977 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:39.977 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:40.659 | swap_context             | origin=select_cam:latest cam='solobt.cam' loaded=True err=''
2026-08-25 20:51:40.669 | ato_departure            | resolved=1/1
2026-08-25 20:51:40.682 | ato_departure            | resolved=1/1
2026-08-25 20:51:41.065 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:41.065 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:41.085 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:41.086 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:41.326 | swap_context             | origin=select_cam:latest cam='solobt.cam' loaded=True err=''
2026-08-25 20:51:41.342 | ato_departure            | resolved=1/1
2026-08-25 20:51:41.353 | ato_departure            | resolved=1/1
2026-08-25 20:51:41.732 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:41.732 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:41.748 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:41.748 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:47.076 | ato_departure            | resolved=1/1
2026-08-25 20:51:47.082 | ato_departure            | resolved=1/1
2026-08-25 20:51:47.479 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:47.479 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:47.495 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:47.495 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:48.987 | ato_departure            | resolved=1/1
2026-08-25 20:51:48.992 | ato_departure            | resolved=1/1
2026-08-25 20:51:49.392 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:49.392 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:49.409 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:49.409 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:51:54.763 | swap_context             | origin=select_cam:latest cam='solobt.cam' loaded=True err=''
2026-08-25 20:51:54.779 | ato_departure            | resolved=1/1
2026-08-25 20:51:54.797 | ato_departure            | resolved=1/1
2026-08-25 20:51:55.169 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:51:55.169 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:51:55.190 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:51:55.191 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:52:08.074 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:52:08.074 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:52:08.089 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:52:08.089 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:52:08.226 | ato_departure            | resolved=1/1
2026-08-25 20:52:43.797 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:52:43.798 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:52:43.815 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:52:43.815 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:52:43.947 | ato_departure            | resolved=1/1
2026-08-25 20:52:54.879 | roaster.data             | fetch
2026-08-25 20:52:54.881 | roaster.roster           | roster keys=['cyborg3']
2026-08-25 20:52:54.903 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:52:54.993 | mission_support          | tanker: cam pkg=7167 vu=23862
2026-08-25 20:52:54.993 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:52:54.994 | mission_support          | awacs: cam pkg=7167 vu=24133
2026-08-25 20:52:54.994 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:52:54.995 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:52:54.996 | package_comms            | tactical ch=6 primary=Cyborg 3 uhf=316.775
2026-08-25 20:52:54.996 | roaster.data             | ok — 1 flights, axis=83.1°
2026-08-25 20:52:58.262 | ato_departure            | resolved=1/1
2026-08-25 20:52:58.284 | session_base             | freeze SoloBT.cam -> C:\Users\mandrak\AppData\Roaming\FBB\session_base\SoloBT.cam
2026-08-25 20:52:58.284 | online                   | start_server port=45380
2026-08-25 20:52:58.289 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:52:58.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:03.534 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:08.539 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:13.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:15.123 | loadout3d                | _build_loadout_grow_mods: Cyborg 3 vu=20110 1→2 entrée(s) d'emport (2 avion(s) au vol)
2026-08-25 20:53:15.124 | campaign_mods            | {'fpln': 0, 'loadout': 1, 'laser': 0, 'bullseye': 0, 'deletes': 0} sig=<empreinte masquée>
2026-08-25 20:53:15.140 | fuel_plan                | avail=12194 atTurn=9560 bingo=3400 joker=3900 rtb=874 margin=6160 GO
2026-08-25 20:53:15.140 | dtc_render               | path=Mandrak.ini n_stpt=24 n_lines=0 n_ppt=0 n_dpi=0 n_divert=3 n_sections=0 hash=6cf71c37
2026-08-25 20:53:15.267 | ato_departure            | resolved=1/1
2026-08-25 20:53:18.535 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:21.102 | roaster.data             | fetch
2026-08-25 20:53:21.103 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:21.104 | roaster.roster           | roster keys=['cyborg3']
2026-08-25 20:53:21.105 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:53:21.106 | mission_support          | tanker: cam pkg=7167 vu=23862
2026-08-25 20:53:21.107 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:53:21.107 | mission_support          | awacs: cam pkg=7167 vu=24133
2026-08-25 20:53:21.108 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:53:21.108 | radiomap_service         | radiomap path=D:\Jeux_Utilitaires\Jeux\Falcon BMS 4.38\Data\Campaign\RadioMap.dat entries=1530
2026-08-25 20:53:21.108 | package_comms            | tactical ch=6 primary=Cyborg 3 uhf=316.775
2026-08-25 20:53:21.108 | roaster.data             | ok — 1 flights, axis=83.1°
2026-08-25 20:53:23.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:53:24.359 | online                   | stop_server
2026-08-25 20:53:28.539 | ato_departure            | resolved=1/1
2026-08-25 20:56:03.433 | session_base             | freeze SoloBT.cam -> C:\Users\mandrak\AppData\Roaming\FBB\session_base\SoloBT.cam
2026-08-25 20:56:03.433 | online                   | start_server port=45380
2026-08-25 20:56:03.439 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:03.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:03.541 | ato_departure            | resolved=1/1
2026-08-25 20:56:08.535 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:13.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:18.539 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:23.540 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:28.546 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:33.544 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:38.548 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:43.535 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:48.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:53.538 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:56:58.538 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:03.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:08.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:13.535 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:18.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:23.537 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:28.535 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:33.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:38.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:43.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:48.537 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:53.549 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:57:58.546 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:03.544 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:08.538 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:13.536 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:18.553 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:23.546 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:28.546 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:33.538 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:38.543 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:43.538 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:48.548 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:53.545 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:58:58.553 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:03.547 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:08.546 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:13.549 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:18.549 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:23.550 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:28.552 | online                   | flight_occupancy flights=1 connected=1
2026-08-25 20:59:33.550 | online                   | flight_occupancy flights=1 connected=1
