2026-07-29 08:26:33.501 | ========================================================================
2026-07-29 08:26:33.502 | startup                  | FBB 1.71.0 — session 2026-07-29 08:26:33
2026-07-29 08:26:33.502 | startup                  | Répertoire : C:\FALCON\Admin\Logiciels annexe\FBB\_internal
2026-07-29 08:26:33.502 | startup                  | Python 3.14.5
2026-07-29 08:26:33.502 | ========================================================================
2026-07-29 08:26:33.505 | system                   | OS : Windows 11 10.0.26200, AMD64, 8 CPU, RAM 16 GB
2026-07-29 08:26:33.557 | system                   | Machine : <masqué> / Intel64 Family 6 Model 140 Stepping 1, GenuineIntel
2026-07-29 08:26:33.557 | registry                 | BMS baseDir : C:\FALCON\Falcon BMS 4.38
2026-07-29 08:26:33.557 | registry                 | BMS theater : LKTO 4.38 - Mike  pilot : Myers
2026-07-29 08:26:38.140 | telemetry                | ping OK v1.71.0 Windows 11 canal=prod → HTTP 200
2026-07-29 08:26:50.175 | parse_health             | TC06_OCA-3flights.cam: records 1057/1057, bytes 422955/422955, rejects=0, exc=0, constr_err=0, first_desync=None
2026-07-29 08:27:36.166 | campaign_overview        | objective_index loaded=5992
2026-07-29 08:27:36.200 | campaign_overview        | tri conditions=1 file=save0.tri
2026-07-29 08:27:38.426 | campaign_overview        | built team=1 conditions=1 force_rows=7
2026-07-29 08:27:38.428 | campaign_overview        | system_marks=4
2026-07-29 08:27:38.750 | mission_support          | tanker: briefing cs='Texaco1 (TCN: 054Y)' no coalition match
2026-07-29 08:27:38.780 | mission_support          | awacs: briefing cs='Chalice7' vu=27928
2026-07-29 08:27:38.985 | briefing_context         | package_overview flights=3 route_points=9 focus_points=1 unique_points=9
2026-07-29 09:42:54.286 | ato_departure            | resolved=255/282
2026-07-29 09:42:55.623 | ato_target               | index_built names=7038
2026-07-29 09:42:55.753 | ato_aircraft_details     | vu=20036 aircraft=2 details=2
2026-07-29 09:42:55.755 | ato_aircraft_details     | vu=20276 aircraft=2 details=2
2026-07-29 09:42:55.758 | ato_aircraft_details     | vu=20047 aircraft=4 details=4
2026-07-29 09:42:55.761 | ato_aircraft_details     | vu=20031 aircraft=2 details=2
2026-07-29 09:42:55.764 | ato_aircraft_details     | vu=20042 aircraft=2 details=2
2026-07-29 09:42:55.766 | ato_target               | resolved id=20109 target=Fighter
2026-07-29 09:42:55.766 | ato_target               | resolved id=20109 target=Fighter
2026-07-29 09:42:55.766 | ato_aircraft_details     | vu=20110 aircraft=2 details=2
2026-07-29 09:42:55.769 | ato_aircraft_details     | vu=20091 aircraft=2 details=2
2026-07-29 09:42:55.771 | ato_target               | resolved id=20166 target=Fighter
2026-07-29 09:42:55.772 | ato_target               | resolved id=20166 target=Fighter
2026-07-29 09:42:55.772 | ato_aircraft_details     | vu=20167 aircraft=2 details=2
2026-07-29 09:42:55.775 | ato_aircraft_details     | vu=27897 aircraft=2 details=2
2026-07-29 09:42:55.778 | ato_aircraft_details     | vu=27898 aircraft=2 details=2
2026-07-29 09:42:55.781 | ato_aircraft_details     | vu=27899 aircraft=2 details=2
2026-07-29 09:42:55.783 | ato_aircraft_details     | vu=27902 aircraft=2 details=2
2026-07-29 09:42:55.787 | ato_aircraft_details     | vu=20072 aircraft=2 details=2
2026-07-29 09:42:55.789 | ato_target               | resolved id=27938 target=AWACS
2026-07-29 09:42:55.789 | ato_target               | resolved id=27938 target=AWACS
2026-07-29 09:42:55.790 | ato_aircraft_details     | vu=27940 aircraft=2 details=2
2026-07-29 09:42:55.793 | ato_aircraft_details     | vu=20198 aircraft=2 details=2
2026-07-29 09:42:55.796 | ato_target               | resolved id=8182 target=Air Defense
2026-07-29 09:42:55.796 | ato_target               | resolved id=8182 target=Air Defense
2026-07-29 09:42:55.797 | ato_aircraft_details     | vu=20145 aircraft=2 details=2
2026-07-29 09:42:55.799 | ato_target               | resolved id=8182 target=Air Defense
2026-07-29 09:42:55.800 | ato_aircraft_details     | vu=20146 aircraft=2 details=2
2026-07-29 09:42:55.804 | ato_target               | resolved id=8171 target=Air Defense
2026-07-29 09:42:55.805 | ato_target               | resolved id=8171 target=Air Defense
2026-07-29 09:42:55.805 | ato_aircraft_details     | vu=20147 aircraft=2 details=2
2026-07-29 09:42:55.806 | ato_target               | resolved id=8171 target=Air Defense
2026-07-29 09:42:55.807 | ato_aircraft_details     | vu=20148 aircraft=2 details=2
2026-07-29 09:42:55.810 | ato_aircraft_details     | vu=20139 aircraft=2 details=2
2026-07-29 09:42:55.813 | ato_target               | resolved id=8212 target=AAA
2026-07-29 09:42:55.813 | ato_target               | resolved id=8212 target=AAA
2026-07-29 09:42:55.814 | ato_aircraft_details     | vu=20153 aircraft=2 details=2
2026-07-29 09:42:55.815 | ato_target               | resolved id=8212 target=AAA
2026-07-29 09:42:55.816 | ato_aircraft_details     | vu=20154 aircraft=2 details=2
2026-07-29 09:42:55.819 | ato_aircraft_details     | vu=20029 aircraft=2 details=2
2026-07-29 09:42:55.821 | ato_aircraft_details     | vu=20035 aircraft=2 details=2
2026-07-29 09:42:55.823 | ato_target               | resolved id=3668 target=1 Bridge RU
2026-07-29 09:42:55.824 | ato_target               | resolved id=3668 target=1 Bridge RU
2026-07-29 09:42:55.824 | ato_aircraft_details     | vu=20107 aircraft=2 details=2
2026-07-29 09:42:55.827 | ato_aircraft_details     | vu=20058 aircraft=2 details=2
2026-07-29 09:42:55.828 | ato_aircraft_details     | vu=20059 aircraft=2 details=2
2026-07-29 09:42:55.829 | ato_aircraft_details     | vu=20060 aircraft=2 details=2
2026-07-29 09:42:55.830 | ato_aircraft_details     | vu=20070 aircraft=2 details=2
2026-07-29 09:42:55.831 | ato_aircraft_details     | vu=20072 aircraft=2 details=2
2026-07-29 09:42:55.833 | ato_aircraft_details     | vu=20099 aircraft=2 details=2
2026-07-29 09:42:55.838 | ato_aircraft_details     | vu=27997 aircraft=2 details=2
2026-07-29 09:42:55.841 | ato_aircraft_details     | vu=20122 aircraft=2 details=2
2026-07-29 09:42:55.844 | ato_aircraft_details     | vu=20166 aircraft=2 details=2
2026-07-29 09:42:55.847 | ato_aircraft_details     | vu=20294 aircraft=2 details=2
2026-07-29 09:42:55.848 | ato_target               | resolved id=2051 target=Tajae-ri
2026-07-29 09:42:55.849 | ato_target               | resolved id=2051 target=Tajae-ri
2026-07-29 09:42:55.849 | ato_aircraft_details     | vu=20177 aircraft=2 details=2
2026-07-29 09:42:55.852 | ato_aircraft_details     | vu=20070 aircraft=2 details=2
2026-07-29 09:42:55.854 | ato_aircraft_details     | vu=20247 aircraft=2 details=2
2026-07-29 09:42:55.856 | ato_aircraft_details     | vu=20304 aircraft=2 details=2
2026-07-29 09:42:55.858 | ato_aircraft_details     | vu=20305 aircraft=2 details=2
2026-07-29 09:42:55.861 | ato_aircraft_details     | vu=26568 aircraft=1 details=1
2026-07-29 09:42:55.864 | ato_aircraft_details     | vu=26573 aircraft=1 details=1
2026-07-29 09:42:55.866 | ato_aircraft_details     | vu=27928 aircraft=1 details=1
2026-07-29 09:42:55.867 | ato_aircraft_details     | vu=27933 aircraft=1 details=1
2026-07-29 09:42:55.870 | ato_aircraft_details     | vu=27938 aircraft=1 details=1
2026-07-29 09:42:55.872 | ato_aircraft_details     | vu=20014 aircraft=2 details=2
2026-07-29 09:42:55.873 | ato_aircraft_details     | vu=20018 aircraft=2 details=2
2026-07-29 09:42:55.874 | ato_aircraft_details     | vu=27996 aircraft=2 details=2
2026-07-29 09:42:55.877 | ato_aircraft_details     | vu=27880 aircraft=2 details=2
2026-07-29 09:42:55.879 | ato_aircraft_details     | vu=27858 aircraft=2 details=2
2026-07-29 09:42:55.881 | ato_aircraft_details     | vu=27896 aircraft=2 details=2
2026-07-29 09:42:55.882 | ato_aircraft_details     | vu=20106 aircraft=2 details=2
2026-07-29 09:42:55.883 | ato_target               | resolved id=2101 target=Uiju Airbase (ZKUJ)
